_registry_row,strain_entity_id,current_genome_key,registry_accession_candidates,registry_accession_bases,n_accession_candidates,accession_source_columns
981,STRAIN_000982,GCF_052064955.1,GCF_052064955.1 | GCA_052064955.1,GCF_052064955 | GCA_052064955,2,"GCF_052064955.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_052064955.1:gca_accession,local_genome_files"
982,STRAIN_000983,GCF_052747875.1,GCF_052747875.1 | GCA_052747875.1,GCF_052747875 | GCA_052747875,2,"GCF_052747875.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_052747875.1:gca_accession,local_genome_files"
983,STRAIN_000984,GCF_052907325.1,GCF_052907325.1 | GCA_052907325.1,GCF_052907325 | GCA_052907325,2,"GCF_052907325.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_052907325.1:gca_accession,local_genome_files"
984,STRAIN_000985,GCF_052907405.1,GCF_052907405.1 | GCA_052907405.1,GCF_052907405 | GCA_052907405,2,"GCF_052907405.1:current_genome_key,primary_accession,gcf_accession || GCA_052907405.1:gca_accession,local_genome_files"
985,STRAIN_000986,GCF_053471085.1,GCF_053471085.1 | GCA_053471085.1,GCF_053471085 | GCA_053471085,2,"GCF_053471085.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_053471085.1:gca_accession,local_genome_files"
986,STRAIN_000987,GCF_053471705.1,GCF_053471705.1 | GCA_053471705.1,GCF_053471705 | GCA_053471705,2,"GCF_053471705.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_053471705.1:gca_accession,local_genome_files"
987,STRAIN_000988,GCF_053642955.1,GCF_053642955.1 | GCA_053642955.1,GCF_053642955 | GCA_053642955,2,"GCF_053642955.1:current_genome_key,primary_accession,gcf_accession || GCA_053642955.1:gca_accession,local_genome_files"
988,STRAIN_000989,GCF_053748695.1,GCF_053748695.1 | GCA_053748695.1,GCF_053748695 | GCA_053748695,2,"GCF_053748695.1:current_genome_key,primary_accession,gcf_accession || GCA_053748695.1:gca_accession,local_genome_files"
989,STRAIN_000990,GCF_053749075.1,GCF_053749075.1 | GCA_053749075.1,GCF_053749075 | GCA_053749075,2,"GCF_053749075.1:current_genome_key,primary_accession,gcf_accession || GCA_053749075.1:gca_accession,local_genome_files"
990,STRAIN_000991,GCF_054106205.1,GCF_054106205.1 | GCA_054106205.1,GCF_054106205 | GCA_054106205,2,"GCF_054106205.1:current_genome_key,primary_accession,gcf_accession || GCA_054106205.1:gca_accession,local_genome_files"
991,STRAIN_000992,GCF_054131685.1,GCF_054131685.1 | GCA_054131685.1,GCF_054131685 | GCA_054131685,2,"GCF_054131685.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_054131685.1:gca_accession,local_genome_files"
992,STRAIN_000993,GCF_054189165.1,GCF_054189165.1 | GCA_054189165.1,GCF_054189165 | GCA_054189165,2,"GCF_054189165.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_054189165.1:gca_accession"
993,STRAIN_000994,GCF_054457255.1,GCF_054457255.1 | GCA_054457255.1,GCF_054457255 | GCA_054457255,2,"GCF_054457255.1:current_genome_key,primary_accession,gcf_accession || GCA_054457255.1:gca_accession,local_genome_files"
994,STRAIN_000995,GCF_054604265.1,GCF_054604265.1 | GCA_054604265.1,GCF_054604265 | GCA_054604265,2,"GCF_054604265.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_054604265.1:gca_accession"
995,STRAIN_000996,GCF_054720645.1,GCF_054720645.1 | GCA_054720645.1,GCF_054720645 | GCA_054720645,2,"GCF_054720645.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_054720645.1:gca_accession,local_genome_files"
996,STRAIN_000997,GCF_054729175.1,GCF_054729175.1 | GCA_054729175.1,GCF_054729175 | GCA_054729175,2,"GCF_054729175.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_054729175.1:gca_accession,local_genome_files"
997,STRAIN_000998,GCF_054879955.1,GCF_054879955.1 | GCA_054879955.1,GCF_054879955 | GCA_054879955,2,"GCF_054879955.1:current_genome_key,primary_accession,gcf_accession || GCA_054879955.1:gca_accession,local_genome_files"
998,STRAIN_000999,GCF_054901215.1,GCF_054901215.1 | GCA_054901215.1,GCF_054901215 | GCA_054901215,2,"GCF_054901215.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_054901215.1:gca_accession,local_genome_files"
999,STRAIN_001000,GCF_054962495.1,GCF_054962495.1 | GCA_054962495.1,GCF_054962495 | GCA_054962495,2,"GCF_054962495.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_054962495.1:gca_accession,local_genome_files"
1000,STRAIN_001001,GCF_055383495.1,GCF_055383495.1 | GCA_055383495.1,GCF_055383495 | GCA_055383495,2,"GCF_055383495.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_055383495.1:gca_accession,local_genome_files"
1001,STRAIN_001002,GCF_055386965.1,GCF_055386965.1 | GCA_055386965.1,GCF_055386965 | GCA_055386965,2,"GCF_055386965.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_055386965.1:gca_accession,local_genome_files"
1002,STRAIN_001003,GCF_055484615.1,GCF_055484615.1 | GCA_055484615.1,GCF_055484615 | GCA_055484615,2,"GCF_055484615.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_055484615.1:gca_accession,local_genome_files"
1003,STRAIN_001004,GCF_055809795.1,GCF_055809795.1 | GCA_055809795.1,GCF_055809795 | GCA_055809795,2,"GCF_055809795.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_055809795.1:gca_accession,local_genome_files"
1004,STRAIN_001005,GCF_056172775.1,GCF_056172775.1 | GCA_056172775.1,GCF_056172775 | GCA_056172775,2,"GCF_056172775.1:current_genome_key,primary_accession,gcf_accession || GCA_056172775.1:gca_accession,local_genome_files"
1005,STRAIN_001006,GCF_900078525.1,GCF_900078525.1 | GCA_900078525.1,GCF_900078525 | GCA_900078525,2,"GCF_900078525.1:current_genome_key,primary_accession,gcf_accession || GCA_900078525.1:gca_accession,local_genome_files"
1006,STRAIN_001007,GCF_900080205.1,GCF_900080205.1 | GCA_900080205.1,GCF_900080205 | GCA_900080205,2,"GCF_900080205.1:current_genome_key,primary_accession,gcf_accession || GCA_900080205.1:gca_accession,local_genome_files"
1007,STRAIN_001008,GCF_900088425.1,GCF_900088425.1 | GCA_900088425.1,GCF_900088425 | GCA_900088425,2,"GCF_900088425.1:current_genome_key,primary_accession,gcf_accession || GCA_900088425.1:gca_accession,local_genome_files"
1008,STRAIN_001009,GCF_900094135.1,GCF_900094135.1 | GCA_900094135.1,GCF_900094135 | GCA_900094135,2,"GCF_900094135.1:current_genome_key,primary_accession,gcf_accession || GCA_900094135.1:gca_accession,local_genome_files"
